nome,data_nascimento,altura,posicao,id_time
Samuel Samuel,1988-06-20,2.06,atacante,6
Marcelo João,2002-10-16,1.77,atacante,15
Diego Victor,1985-08-02,1.99,lateral-esquerdo,20
Thiago Gustavo,1972-03-06,1.63,volante,6
André Carlos,1970-08-23,1.52,atacante,4
Diego Lucas,2006-01-05,1.96,zagueiro,10
Willian Diego,1965-12-06,1.98,volante,4
Nathan Rafael,2016-03-22,1.82,zagueiro,2
Nathan Paulo,1988-06-28,1.52,zagueiro,9
Eduardo Lucas,1962-05-05,1.74,volante,2
Carlos Samuel,1995-05-21,2.02,goleiro,2
Eduardo Felipe,1972-03-17,1.59,atacante,9
Samuel Samuel,1976-10-18,1.54,meio-campista,5
Nathan Bruno,1990-10-07,1.64,meio-campista,11
Paulo Otávio,1951-10-16,1.76,zagueiro,17
Henrique Victor,2010-10-20,1.88,lateral-direito,12
Paulo Paulo,1953-04-06,1.88,goleiro,16
Rafael Nathan,2002-06-15,1.62,volante,15
Marcelo Willian,1982-04-22,1.87,zagueiro,15
Bruno Henrique,1957-11-19,1.96,atacante,4
Felipe Eduardo,2013-11-28,1.83,zagueiro,3
Otávio Thiago,2005-09-01,1.67,volante,13
Otávio Igor,2018-03-01,1.77,atacante,9
Igor Nathan,2012-02-14,1.88,goleiro,4
Felipe Carlos,1973-04-04,1.97,volante,1
Victor Gustavo,2012-01-28,1.66,atacante,15
Marcelo Otávio,2016-09-23,1.93,lateral-esquerdo,7
Carlos Eduardo,1985-07-20,1.73,lateral-esquerdo,1
Samuel Eduardo,1999-06-28,1.93,volante,10
Marcelo Lucas,1994-05-20,1.96,zagueiro,11
Igor Diego,1994-08-12,1.88,goleiro,18
Eduardo Felipe,1972-07-05,1.93,volante,19
Igor Willian,1980-01-16,1.6,meio-campista,15
Felipe Thiago,1957-09-01,1.83,meio-campista,5
André Samuel,1974-02-23,2.05,meio-campista,7
Igor Paulo,1978-06-15,1.51,atacante,6
Victor Samuel,1984-08-24,1.94,lateral-esquerdo,4
André Gustavo,2015-10-18,1.87,goleiro,15
Victor André,1975-06-12,1.9,lateral-direito,1
Gustavo Rafael,1985-04-16,1.61,zagueiro,9
Samuel Nathan,1952-11-10,1.79,lateral-esquerdo,13
André Eduardo,1975-06-08,2.1,goleiro,9
Paulo Willian,1954-12-14,1.57,atacante,8
Bruno Diego,1990-09-28,1.97,zagueiro,17
Felipe Igor,2018-10-03,1.56,atacante,7
Otávio Eduardo,2009-03-01,1.8,goleiro,15
Diego Paulo,1996-08-07,1.69,volante,3
Diego Gustavo,1958-11-02,2.01,goleiro,1
Bruno Marcelo,1966-04-24,1.76,lateral-esquerdo,5
Rafael Diego,1975-10-27,1.8,atacante,11
Otávio Igor,1990-05-22,1.68,volante,4
Lucas Rafael,1971-04-17,2.0,zagueiro,19
Marcelo André,2018-01-21,1.84,lateral-direito,10
Eduardo Gustavo,2001-02-20,1.8,lateral-direito,9
Lucas Carlos,2001-02-09,1.71,meio-campista,18
Henrique Eduardo,2020-09-14,2.04,meio-campista,1
Diego Carlos,2019-01-25,1.89,zagueiro,12
Otávio Lucas,2009-11-06,1.5,lateral-esquerdo,2
João Nathan,2011-03-13,1.88,atacante,13
Otávio Eduardo,2019-07-27,2.09,goleiro,6
Gustavo João,1997-09-05,1.85,meio-campista,6
Bruno Victor,1991-02-17,1.87,volante,18
Willian Thiago,2002-05-21,1.81,zagueiro,10
Samuel Otávio,1958-04-20,1.57,meio-campista,16
Thiago Paulo,1964-10-25,1.98,zagueiro,5
Igor Otávio,1996-12-14,1.83,zagueiro,10
Victor Diego,1973-09-11,1.87,goleiro,8
Gustavo Samuel,1985-01-22,1.58,volante,3
André Samuel,2015-05-13,2.02,volante,14
Marcelo Bruno,1974-02-24,2.08,lateral-esquerdo,5
Paulo Marcelo,1981-01-11,2.04,atacante,10
Bruno Bruno,1968-01-05,2.09,volante,4
Paulo Gustavo,1951-02-26,1.99,atacante,16
Marcelo Rafael,1967-10-19,2.06,volante,14
Felipe Samuel,1974-03-19,2.04,lateral-esquerdo,2
Igor Lucas,2014-02-27,1.59,zagueiro,20
Carlos Henrique,2000-02-21,1.71,zagueiro,7
Marcelo Victor,1995-11-05,1.63,lateral-direito,3
Gustavo João,2011-06-08,1.88,volante,13
João Henrique,2017-04-05,1.66,meio-campista,10
André Victor,1952-12-27,1.92,lateral-direito,1
Willian Rafael,1951-01-25,2.02,volante,6
Gustavo Samuel,2014-11-27,2.07,atacante,7
Paulo Willian,1956-03-05,1.97,lateral-direito,10
Felipe Willian,1999-06-08,1.75,zagueiro,12
Diego Diego,2017-10-03,1.75,lateral-direito,20
Henrique Otávio,2002-06-28,1.67,lateral-direito,6
Samuel Igor,1982-08-14,2.03,atacante,14
Henrique Paulo,2013-03-03,2.08,zagueiro,5
Paulo Nathan,1960-09-09,1.93,meio-campista,9
João Igor,1955-12-20,2.07,zagueiro,5
Henrique Lucas,1960-04-05,1.69,zagueiro,12
Marcelo Otávio,1992-08-26,2.1,meio-campista,18
Nathan Otávio,2004-03-23,2.09,zagueiro,10
Lucas Victor,2008-11-23,1.59,meio-campista,8
Henrique Felipe,2016-10-02,1.53,atacante,14
Gustavo João,2005-01-02,1.7,zagueiro,15
Igor Lucas,1986-02-05,1.8,zagueiro,8
João André,1960-01-23,1.84,meio-campista,4
Otávio Carlos,1983-11-26,1.74,lateral-esquerdo,12
Henrique Thiago,1985-02-05,1.58,meio-campista,17
Gustavo Carlos,1967-10-20,1.7,lateral-direito,14
Victor André,1950-08-03,1.62,meio-campista,5
Bruno Samuel,1952-01-16,1.55,meio-campista,9
Rafael Thiago,2012-01-21,1.8,lateral-direito,1
João Otávio,1993-02-14,1.84,lateral-direito,19
Paulo Willian,2010-11-26,1.95,goleiro,14
Victor Eduardo,2007-02-26,1.67,volante,1
Rafael Lucas,1965-12-03,1.79,lateral-esquerdo,17
Lucas Victor,1967-04-05,1.73,meio-campista,7
Samuel André,1973-08-06,1.51,atacante,17
Diego Felipe,1962-02-13,2.01,meio-campista,1
Samuel Willian,1983-11-06,2.06,goleiro,9
André Igor,1957-09-06,1.59,lateral-direito,18
Marcelo Carlos,1991-07-28,1.6,atacante,18
João Bruno,1998-06-10,1.92,volante,18
Otávio Rafael,1983-02-03,1.82,goleiro,15
Thiago André,1977-09-01,1.82,meio-campista,4
Otávio Gustavo,1989-09-17,1.94,zagueiro,9
Otávio Diego,2017-01-17,1.79,lateral-direito,4
Willian Otávio,2009-09-22,1.93,lateral-direito,3
Otávio Victor,2014-04-05,1.51,volante,5
André Igor,1971-03-14,2.07,goleiro,14
André André,1993-07-15,1.6,goleiro,19
Nathan Thiago,2001-07-20,2.03,lateral-esquerdo,20
Eduardo Samuel,2007-11-03,1.81,goleiro,7
Paulo Willian,1957-08-13,1.79,goleiro,1
Henrique Marcelo,2015-02-12,2.02,meio-campista,3
Otávio Henrique,1996-05-06,1.53,volante,17
Otávio Marcelo,1963-01-17,1.7,volante,12
Paulo Victor,1971-02-09,1.67,lateral-esquerdo,2
Marcelo Lucas,1983-10-05,1.83,lateral-esquerdo,7
Felipe Lucas,2018-09-05,1.94,meio-campista,20
Willian Otávio,1974-07-26,1.75,meio-campista,8
Bruno Felipe,2004-02-25,1.86,lateral-direito,2
Paulo Eduardo,1950-08-17,1.96,lateral-direito,5
Eduardo Eduardo,1957-12-05,1.64,atacante,17
João Igor,1954-11-06,1.95,meio-campista,20
Henrique Samuel,1979-02-21,1.71,goleiro,20
Carlos Felipe,1968-02-13,1.63,goleiro,20
Willian Rafael,1957-03-19,1.82,atacante,4
Bruno Lucas,2016-10-03,1.81,lateral-direito,13
Gustavo Diego,1999-10-12,1.92,atacante,4
Eduardo Paulo,1959-08-25,1.51,lateral-direito,20
Samuel Gustavo,2013-01-20,1.73,atacante,17
Samuel Thiago,2000-10-13,1.6,volante,19
Carlos Paulo,2004-01-19,2.0,lateral-esquerdo,7
Felipe Samuel,2002-04-01,1.69,volante,15
Willian Marcelo,2000-04-24,1.93,meio-campista,2
Igor Gustavo,2014-04-25,1.66,meio-campista,19
Bruno Eduardo,2005-12-13,1.62,lateral-direito,17
João Gustavo,1953-05-23,1.72,goleiro,14
Henrique Paulo,1991-05-21,2.03,goleiro,10
Samuel Henrique,1950-10-12,2.1,lateral-esquerdo,16
Felipe Victor,1963-03-08,2.07,meio-campista,20
André Gustavo,1977-03-17,2.01,goleiro,10
João Samuel,1992-06-22,1.53,goleiro,17
Diego Igor,1960-10-27,1.95,volante,15
Felipe Otávio,1974-06-14,1.86,lateral-direito,15
Lucas Eduardo,2020-04-24,1.93,lateral-esquerdo,5
Eduardo Thiago,1952-06-25,1.86,goleiro,4
João Diego,1958-08-03,1.84,goleiro,2
Paulo Victor,1983-08-03,1.79,lateral-esquerdo,5
Lucas Lucas,2016-11-20,1.99,lateral-direito,5
Paulo Felipe,1968-04-01,1.87,lateral-esquerdo,8
Nathan Bruno,2004-04-04,1.74,lateral-direito,2
João Samuel,1955-08-14,1.77,zagueiro,11
Lucas Samuel,2006-04-26,1.79,atacante,20
Diego André,1974-04-25,1.69,lateral-direito,15
Marcelo Victor,1974-12-13,1.68,lateral-direito,11
Henrique Paulo,1990-04-24,1.99,meio-campista,3
Paulo Nathan,1974-03-11,1.96,lateral-esquerdo,3
João Nathan,2000-08-07,1.71,zagueiro,2
Thiago João,2001-10-03,1.83,goleiro,1
Marcelo Diego,2007-02-16,1.51,meio-campista,14
Diego Diego,1996-08-26,1.84,lateral-esquerdo,15
Samuel Otávio,1980-09-21,2.02,volante,16
André João,1977-07-11,1.77,zagueiro,3
Henrique Diego,2014-03-11,2.07,lateral-esquerdo,15
Igor Gustavo,2001-01-09,1.83,lateral-direito,12
Nathan Gustavo,1994-07-12,1.83,goleiro,4
Felipe Victor,1974-01-02,1.75,lateral-direito,4
Carlos André,1975-01-15,1.69,meio-campista,9
Nathan Carlos,1969-01-18,2.07,volante,13
Gustavo Diego,1951-03-04,1.93,lateral-esquerdo,13
Igor Willian,2013-11-09,1.69,goleiro,2
Nathan Paulo,1958-11-14,1.63,volante,12
Eduardo Samuel,1978-04-07,1.61,atacante,7
Lucas Rafael,2002-05-15,2.0,goleiro,6
João Willian,2001-10-15,1.58,zagueiro,18
Gustavo Willian,1957-05-27,1.58,lateral-esquerdo,1
Felipe Diego,2013-03-11,2.09,zagueiro,19
Eduardo Nathan,1974-08-08,2.04,goleiro,16
Thiago Willian,2011-09-15,1.83,lateral-direito,1
Carlos Paulo,2004-12-16,1.96,lateral-direito,4
Marcelo Paulo,1967-03-04,1.8,lateral-direito,17
Lucas Carlos,1959-12-28,2.1,lateral-esquerdo,18
Diego Felipe,1989-06-05,1.88,lateral-direito,15
Diego Bruno,1976-12-25,1.93,atacante,8
Victor Nathan,1992-12-22,1.5,atacante,18
Henrique Willian,1985-04-06,1.74,zagueiro,16
Igor Thiago,1990-08-27,1.58,meio-campista,19
Samuel Bruno,1969-08-21,1.51,meio-campista,13
Victor Paulo,1975-01-07,1.61,lateral-esquerdo,16
Samuel Otávio,2018-05-22,1.56,volante,5
João André,1964-01-24,1.84,atacante,13
Henrique Rafael,1957-12-16,1.64,goleiro,18
Willian Igor,1951-11-17,1.51,zagueiro,12
Thiago André,2000-09-22,1.53,atacante,18
João Samuel,1978-09-16,1.69,volante,5
Eduardo Felipe,1959-04-07,1.93,volante,17
Carlos Paulo,1958-01-07,1.58,lateral-direito,4
Thiago Rafael,1998-01-22,2.09,lateral-esquerdo,6
Felipe Henrique,1957-11-11,1.61,atacante,19
Willian Felipe,1999-10-26,1.75,volante,17
Paulo André,1994-03-06,1.7,atacante,13
Samuel Diego,2014-04-23,1.96,volante,5
Willian Eduardo,2010-03-11,1.8,goleiro,20
Nathan Gustavo,2012-04-17,2.06,lateral-direito,7
Carlos Henrique,2017-11-23,1.72,meio-campista,3
Marcelo Thiago,2020-08-17,1.69,atacante,19
Victor Rafael,1959-08-24,1.53,atacante,16
João Nathan,1973-07-17,1.89,goleiro,5
Carlos Felipe,2009-11-01,2.08,volante,19
Otávio Felipe,1951-05-16,1.85,meio-campista,1
João Paulo,1963-10-22,1.6,meio-campista,14
Henrique Samuel,1957-01-21,1.69,zagueiro,3
Lucas Samuel,2017-07-22,1.78,volante,19
João João,1964-08-14,2.02,atacante,7
Samuel Marcelo,2012-08-02,1.83,meio-campista,2
Marcelo Paulo,1971-04-19,1.98,zagueiro,12
Willian Willian,1953-01-17,1.58,atacante,7
Carlos Otávio,1957-03-10,1.98,lateral-esquerdo,7
Otávio Gustavo,2000-03-23,1.7,goleiro,8
Thiago Bruno,2010-09-02,1.69,meio-campista,16
Felipe Rafael,1999-01-11,1.9,atacante,16
Gustavo Gustavo,1960-08-01,1.98,meio-campista,3
Diego André,2008-06-25,2.05,meio-campista,16
Lucas Eduardo,1961-11-12,1.98,volante,13
Gustavo Victor,1976-05-14,1.99,volante,3
Samuel Victor,1955-03-02,1.97,atacante,1
André Paulo,1984-03-26,1.62,meio-campista,6
Carlos Nathan,1967-10-07,1.76,volante,13
Willian Nathan,1977-12-09,1.84,lateral-esquerdo,5
Nathan Thiago,1969-06-19,1.91,volante,9
Willian Bruno,1970-09-22,1.51,zagueiro,4
André João,1999-12-16,1.96,meio-campista,4
Lucas Otávio,1980-06-19,1.6,meio-campista,4
João Rafael,1986-10-10,1.6,volante,14
André Carlos,1965-03-02,1.74,meio-campista,7
Carlos Rafael,1973-12-15,1.61,zagueiro,15
Henrique Thiago,1990-10-10,1.58,atacante,15
Nathan Rafael,1977-02-20,1.56,atacante,1
Samuel Lucas,1991-12-01,1.62,meio-campista,1
Otávio André,1970-06-21,1.83,volante,3
Igor Diego,1983-07-02,1.76,lateral-direito,2
Bruno Marcelo,2000-04-09,1.79,volante,1
Gustavo Otávio,1973-08-17,2.08,lateral-direito,9
Otávio Samuel,1985-11-18,1.58,zagueiro,1
João Paulo,1989-03-09,1.5,zagueiro,11
Victor Gustavo,1965-05-14,1.51,meio-campista,7
Igor Diego,2005-10-18,1.59,goleiro,18
Henrique João,1963-09-14,1.58,atacante,15
Lucas Marcelo,1961-07-27,1.76,zagueiro,11
Paulo Diego,2008-08-11,2.09,zagueiro,10
Bruno Gustavo,1995-06-02,1.62,lateral-esquerdo,5
Felipe Otávio,1996-02-21,1.99,zagueiro,18
Victor Marcelo,2011-06-27,1.66,meio-campista,17
Lucas Carlos,1980-09-05,1.68,lateral-esquerdo,19
André Paulo,2006-05-05,1.72,lateral-esquerdo,19
Marcelo Samuel,2010-12-22,2.08,goleiro,7
Otávio Igor,1961-01-19,1.87,atacante,16
Lucas Bruno,1984-10-11,1.69,zagueiro,13
Marcelo Lucas,2015-11-20,1.85,lateral-direito,10
Lucas Victor,2007-08-28,1.91,goleiro,14
Igor Eduardo,1954-03-19,1.82,goleiro,12
Rafael Igor,1956-02-14,1.85,goleiro,3
Lucas Felipe,2001-03-17,1.72,atacante,13
Igor Marcelo,2009-03-10,1.72,goleiro,17
André Felipe,1983-03-20,1.76,atacante,4
Nathan Nathan,1983-04-02,1.63,goleiro,19
Gustavo Samuel,1982-04-04,1.5,zagueiro,19
Gustavo Henrique,1975-11-19,1.81,lateral-esquerdo,16
Nathan André,1973-02-16,1.91,atacante,20
Samuel Henrique,1954-09-08,1.79,goleiro,5
Victor Thiago,2009-08-21,1.98,volante,3
Felipe Marcelo,1968-10-21,1.79,lateral-esquerdo,7
Lucas Marcelo,1983-07-15,1.7,lateral-esquerdo,14
Henrique Thiago,2004-01-16,1.96,atacante,6
Paulo João,2013-07-04,1.77,lateral-direito,1
Eduardo Henrique,2011-07-11,1.91,lateral-esquerdo,5
Marcelo Henrique,2017-05-07,1.57,lateral-esquerdo,17
Igor Otávio,1976-08-23,1.63,lateral-esquerdo,1
Carlos Marcelo,1995-03-14,2.02,volante,14
Otávio André,1992-10-02,1.79,volante,8
Henrique Thiago,1975-10-22,1.79,meio-campista,3
Eduardo Bruno,2017-10-09,2.05,goleiro,5
Gustavo Victor,1992-06-24,1.78,lateral-esquerdo,3
Thiago Victor,1969-05-28,1.74,lateral-direito,11
Paulo Bruno,1988-08-10,2.08,lateral-esquerdo,19
Diego Nathan,2004-02-28,1.86,lateral-esquerdo,16
Eduardo Rafael,2002-07-11,1.94,lateral-esquerdo,19
Igor Marcelo,1981-11-15,2.04,goleiro,2
Eduardo Eduardo,1969-12-02,1.57,lateral-esquerdo,12
Nathan Felipe,1986-01-10,1.64,volante,9
Eduardo João,1959-09-22,1.73,atacante,16
Henrique Lucas,1957-03-19,1.99,lateral-esquerdo,13
Diego João,1991-02-24,1.94,lateral-esquerdo,11
Gustavo Thiago,1972-02-12,1.73,lateral-esquerdo,10
João Nathan,1961-02-28,1.62,lateral-direito,8
Paulo Lucas,2001-09-17,1.85,meio-campista,3
Gustavo Samuel,1989-06-23,1.63,meio-campista,16
Thiago Diego,1950-09-13,1.58,lateral-esquerdo,20
Gustavo Carlos,2006-09-15,1.69,zagueiro,5
Felipe Gustavo,1975-06-10,1.55,volante,3
Gustavo Willian,2001-11-23,1.56,meio-campista,15
João Nathan,2017-04-04,2.04,volante,5
Felipe Felipe,2006-03-21,1.83,goleiro,5
Marcelo André,1996-04-18,1.83,meio-campista,14
Thiago Samuel,1993-07-14,1.98,volante,6
Bruno André,2018-06-13,1.74,zagueiro,20
André Marcelo,1970-07-08,1.81,lateral-esquerdo,20
João Nathan,1950-06-26,1.63,lateral-esquerdo,9
Felipe Carlos,1992-04-15,1.67,lateral-esquerdo,15
André Henrique,1950-12-26,1.98,lateral-esquerdo,8
Nathan Diego,1999-01-09,1.78,zagueiro,8
Victor Eduardo,2009-05-22,1.78,meio-campista,9
Lucas Otávio,1955-11-01,1.59,volante,16
Carlos Eduardo,2005-01-24,1.82,atacante,20
Marcelo Diego,1982-03-16,1.55,meio-campista,9
André Bruno,2016-01-23,1.53,zagueiro,17
Eduardo Otávio,1981-11-01,1.56,goleiro,15
Willian João,2013-06-06,1.68,volante,10
Paulo Nathan,1983-11-03,1.76,goleiro,6
Otávio Bruno,1984-04-26,2.08,lateral-esquerdo,11
Felipe Henrique,1971-03-15,1.96,volante,1
Gustavo André,1983-10-22,1.66,atacante,16
Willian Victor,1954-06-24,1.85,zagueiro,14
João Otávio,1960-07-05,1.96,lateral-esquerdo,13
Diego Henrique,1978-05-22,1.81,zagueiro,20
Marcelo Victor,1993-10-08,2.05,meio-campista,10
Diego João,1973-06-22,1.7,lateral-direito,3
Marcelo Felipe,1961-12-15,2.08,atacante,3
Felipe Samuel,1963-04-19,1.81,lateral-esquerdo,16
João Samuel,1990-03-10,1.67,lateral-direito,20
Paulo Igor,1969-12-17,1.69,zagueiro,13
Diego Victor,2003-03-28,1.66,zagueiro,12
Igor Eduardo,1952-08-06,2.05,atacante,16
Diego Igor,2001-06-10,1.83,atacante,1
Eduardo Marcelo,2001-05-16,2.07,lateral-direito,7
Marcelo Lucas,1998-09-09,1.91,volante,11
Otávio Thiago,1989-06-27,1.55,lateral-direito,18
Victor André,1974-04-22,1.74,goleiro,8
Diego Bruno,2012-06-27,1.61,lateral-esquerdo,15
Bruno Marcelo,1981-08-12,1.97,volante,17
Nathan Willian,1963-10-28,1.57,lateral-direito,5
Thiago André,1976-07-03,1.53,goleiro,14
Rafael Lucas,1966-02-26,2.0,atacante,4
André André,2002-05-27,1.99,volante,3
Marcelo Gustavo,1982-04-16,1.91,atacante,5
Thiago Samuel,1955-02-02,1.85,meio-campista,2
Henrique Bruno,1981-12-17,1.65,meio-campista,9
Igor Henrique,1966-10-24,1.89,volante,11
Henrique Thiago,1986-11-05,1.79,zagueiro,9
Nathan Felipe,1968-04-04,1.78,zagueiro,5
André Willian,1989-10-13,1.51,meio-campista,4
Paulo Thiago,1970-06-05,1.87,zagueiro,16
Nathan João,2004-07-12,1.5,volante,10
Paulo Henrique,2010-01-25,2.05,goleiro,3
Bruno Thiago,1961-05-05,1.61,lateral-esquerdo,19
Bruno Bruno,2005-03-22,1.62,lateral-esquerdo,10
Lucas Bruno,1960-12-04,1.86,atacante,16
Otávio Carlos,2005-05-07,1.72,meio-campista,8
Felipe Paulo,1992-08-06,1.62,goleiro,19
Gustavo Eduardo,1994-01-17,1.81,atacante,2
Felipe Eduardo,1977-04-14,1.68,lateral-esquerdo,16
Samuel Rafael,1986-05-24,1.71,lateral-direito,9
Willian Gustavo,2010-04-25,1.8,lateral-esquerdo,11
Rafael Carlos,1996-07-01,1.66,atacante,5
Carlos Thiago,2011-01-22,1.69,meio-campista,15
Victor Paulo,1972-02-07,1.89,volante,11
Gustavo Nathan,1951-06-13,1.99,lateral-direito,17
Bruno Igor,2003-06-16,1.69,atacante,6
Diego Rafael,1997-07-19,1.82,lateral-esquerdo,13
Rafael Samuel,1999-07-08,2.03,volante,3
Henrique Rafael,2014-09-13,1.58,lateral-esquerdo,11
Willian Diego,1955-03-18,2.06,volante,4
Igor Nathan,2002-09-09,2.04,goleiro,7
Gustavo Lucas,2016-12-02,2.06,zagueiro,5
Paulo Diego,1951-01-01,1.56,meio-campista,2
Felipe Otávio,1958-04-17,1.81,lateral-direito,7
Diego Rafael,2018-03-11,1.95,meio-campista,12
Willian Eduardo,1988-12-09,2.06,lateral-esquerdo,4
Felipe Nathan,1987-03-21,1.53,lateral-esquerdo,14
Igor Eduardo,1975-01-12,2.07,lateral-esquerdo,1
Igor Marcelo,1973-10-14,1.81,lateral-esquerdo,6
Bruno Nathan,1991-01-13,1.89,goleiro,6
Igor Paulo,1964-07-16,1.5,goleiro,1
André Samuel,2001-06-07,1.52,lateral-esquerdo,18
Diego João,2007-08-25,1.63,lateral-direito,16
André Felipe,1985-05-02,1.73,atacante,14
Thiago Carlos,2019-03-24,1.79,goleiro,9
Carlos Victor,1995-09-06,1.96,lateral-esquerdo,8
Victor Victor,1993-01-27,1.72,volante,8
João Felipe,1981-08-07,1.62,volante,11
Henrique Thiago,1959-09-04,1.61,atacante,10
Eduardo Eduardo,1986-04-04,1.87,lateral-direito,8
Willian Diego,1994-08-05,1.92,lateral-direito,14
Carlos Felipe,1972-10-02,2.09,meio-campista,15
Diego Gustavo,1958-09-12,1.7,lateral-direito,14
Felipe Gustavo,1996-01-12,1.91,lateral-direito,17
Victor Carlos,1996-03-05,2.07,lateral-direito,6
Nathan Paulo,1955-06-03,2.02,lateral-direito,7
Henrique Igor,1950-05-15,1.98,atacante,12
Felipe Henrique,1960-01-06,2.07,meio-campista,3
Paulo Lucas,1981-12-04,1.96,volante,7
Victor Igor,2002-12-02,2.08,zagueiro,1
Rafael Paulo,2012-07-21,1.76,meio-campista,2
Rafael Lucas,1961-10-26,1.61,zagueiro,4
Bruno Gustavo,1956-10-15,1.97,zagueiro,7
Henrique Bruno,1969-06-16,1.67,volante,14
Bruno Gustavo,1974-11-17,1.7,zagueiro,12
Willian Paulo,1987-12-09,1.93,zagueiro,3
Nathan Felipe,1951-04-04,1.77,lateral-esquerdo,19
Otávio Gustavo,1989-08-17,2.1,zagueiro,13
André Lucas,2006-02-09,1.99,lateral-direito,18
Bruno Willian,1959-07-03,1.66,atacante,8
Lucas Paulo,1957-07-28,1.85,goleiro,11
Gustavo Rafael,1967-11-12,2.04,atacante,16
Samuel João,1960-04-06,1.9,zagueiro,1
Paulo Igor,1999-08-12,2.08,zagueiro,12
Gustavo Carlos,1965-01-15,1.71,atacante,16
Samuel Felipe,2016-09-23,1.82,goleiro,20
Carlos Lucas,1960-03-09,1.85,lateral-esquerdo,18
Eduardo Carlos,1961-01-05,2.07,lateral-direito,4
Otávio Marcelo,1980-08-21,1.62,zagueiro,11
Carlos Willian,1969-03-26,1.58,lateral-direito,17
Victor Thiago,2014-08-25,1.68,lateral-esquerdo,20
João Nathan,1965-05-22,1.76,atacante,3
Gustavo Bruno,1987-08-17,2.1,meio-campista,13
Paulo Thiago,1967-07-01,1.95,meio-campista,9
André Henrique,2012-09-10,1.7,goleiro,14
Henrique Henrique,1978-10-27,1.85,goleiro,14
Gustavo Eduardo,2020-09-25,1.82,lateral-esquerdo,13
Thiago Felipe,1987-04-19,1.65,lateral-direito,10
Nathan Paulo,1957-09-27,2.02,meio-campista,8
Willian Marcelo,1995-06-08,1.72,meio-campista,20
Lucas Felipe,1997-05-22,1.75,zagueiro,9
Lucas André,1970-11-19,1.95,lateral-esquerdo,5
Rafael Henrique,1951-04-28,1.71,meio-campista,7
Samuel Paulo,2020-10-26,1.54,zagueiro,6
Igor Carlos,1989-04-08,1.65,atacante,5
Diego Rafael,1977-04-04,2.04,zagueiro,13
Willian Thiago,1975-03-08,2.03,goleiro,6
Carlos Lucas,1950-01-22,1.82,volante,14
Paulo João,1997-06-24,1.55,meio-campista,17
Otávio Igor,2007-10-03,1.96,goleiro,20
Nathan Bruno,2007-12-28,1.92,lateral-direito,15
Willian Paulo,1996-09-03,2.0,lateral-direito,4
Willian Henrique,2016-04-13,1.95,goleiro,6
Victor Carlos,2010-06-02,1.72,atacante,20
Igor Marcelo,1982-02-20,1.78,meio-campista,8
Gustavo Samuel,1954-01-14,1.81,zagueiro,3
Diego Diego,2012-01-02,1.64,atacante,9
Gustavo Igor,1983-10-19,1.55,lateral-esquerdo,6
Carlos Otávio,2004-02-20,1.5,meio-campista,20
Samuel Lucas,1974-04-09,1.75,lateral-esquerdo,15
Otávio Rafael,1992-06-07,2.01,volante,11
Diego Lucas,1956-01-24,1.55,lateral-esquerdo,10
Bruno João,1952-09-16,2.01,lateral-direito,4
Rafael Gustavo,1953-09-01,2.01,lateral-direito,20
João Igor,1976-05-02,1.97,zagueiro,17
Nathan Gustavo,1977-08-23,1.89,atacante,20
Nathan Thiago,1966-08-07,1.66,lateral-esquerdo,11
Felipe Bruno,1990-07-19,1.73,lateral-esquerdo,14
Igor Marcelo,1977-10-12,1.74,meio-campista,20
Gustavo Igor,1965-12-15,2.09,goleiro,15
Marcelo Rafael,2016-07-26,1.95,meio-campista,19
Nathan Victor,1986-02-21,1.58,goleiro,2
Gustavo Igor,2011-02-13,1.53,atacante,17
André Paulo,1984-09-08,1.84,volante,20
Thiago Gustavo,1972-06-08,1.58,goleiro,8
Lucas Henrique,1963-11-03,1.64,zagueiro,5
Lucas Lucas,2015-02-24,1.83,meio-campista,11
André Willian,2008-08-26,1.6,lateral-direito,5
Gustavo Otávio,1958-08-10,2.02,meio-campista,17
Bruno Felipe,1974-01-05,1.92,zagueiro,1
Gustavo Gustavo,1960-01-20,1.5,meio-campista,14
Nathan Eduardo,1979-04-20,2.02,atacante,7
Eduardo Felipe,1963-03-03,1.6,meio-campista,9
Diego Willian,1991-11-14,1.9,lateral-direito,17
Carlos João,1950-10-25,1.75,goleiro,10
Eduardo João,1991-11-14,1.67,atacante,3
Gustavo Lucas,2009-07-21,2.09,lateral-esquerdo,6
Felipe Eduardo,2011-04-03,1.74,goleiro,9
Rafael Paulo,2003-09-05,1.63,lateral-direito,14
Diego Diego,1993-07-25,1.53,zagueiro,5
Marcelo Lucas,1967-10-09,2.02,zagueiro,3
Bruno Paulo,2005-09-22,1.53,meio-campista,10
Otávio Samuel,2014-12-19,1.84,goleiro,13
Henrique Paulo,2008-07-28,1.87,volante,8
Carlos Willian,1955-09-18,2.04,zagueiro,19
Thiago João,2006-07-18,2.06,volante,13
Felipe Henrique,1955-08-22,2.03,atacante,15
Victor Diego,1959-07-04,2.02,goleiro,19
Felipe Victor,1958-04-15,1.52,zagueiro,19
Henrique Bruno,1959-12-07,2.07,meio-campista,8
André Lucas,2002-02-14,1.93,zagueiro,16
Eduardo Paulo,1999-08-20,1.97,lateral-direito,14
